ID,Age,Gender,Province,Education,Religion,Employment,Ideology
R_2wHtIpIBfyTkoLN,53,A woman,Quebec,College/technical diploma,Catholic,Working full-time,7
R_2dQLyJKyw3BsuiF,70,A man,Nova Scotia,Master's degree,None/Atheist,Retired,2
R_3gS3hG5WrSeBWZQ,31,A man,Quebec,Professional degree or doctorate,Muslim,Working full-time,3
R_s7hDanMTnzIT4uB,46,A woman,Nova Scotia,Bachelor's degree,United Church,Working full-time,5
R_1MqvAStgpIepUvD,72,A man,Ontario,Professional degree or doctorate,Jewish,Working part-time,2
R_2CqqZeG1jQSxJwL,72,A man,Newfoundland and Labrador,Some post-secondary,Buddhist,Retired,8
R_1kS2ikCV9T2OhyK,67,A woman,Quebec,Some high school,Catholic,Working full-time,3
R_DqHKfztQL6ysGmB,73,A woman,Quebec,Bachelor's degree,None/Atheist,Retired,7
R_1ILrzGlTgwro7Bo,45,A woman,Ontario,Bachelor's degree,Other,Working full-time,8
R_Tcv83eNYmnj7Fpn,44,A woman,Ontario,High school,Catholic,Working full-time,10
R_r1Goq9HW2qvMfHb,63,A man,Saskatchewan,Bachelor's degree,United Church,Retired,8
R_vr7q5lMKCFXb0nn,30,A woman,Quebec,Bachelor's degree,None/Atheist,Working full-time,3
R_23ggCu2AvhyIS9b,66,A woman,Ontario,Bachelor's degree,Anglican,Retired,2
R_VLv2HR3wjvenVXH,63,A woman,Ontario,Some post-secondary,Catholic,Working full-time,5
R_3h0KoElGikvHM3c,35,A man,Quebec,Some post-secondary,None/Atheist,Don't know/ Prefer not to answer,4
R_1jwB4D0wZ159LiE,75,A man,Ontario,Some high school,Catholic,Retired,5
R_2f7H0CaFi2WNOsh,63,A woman,Quebec,College/technical diploma,Catholic,Retired,5
R_1pF1YWjSKFKVMES,32,A man,Quebec,Bachelor's degree,Jewish,Working full-time,0
R_2DLIPw19IBoMqSc,33,A woman,Ontario,High school,Catholic,Working full-time,9
R_cUDO2GkQ2uUSuhX,51,A woman,Quebec,College/technical diploma,Catholic,Working full-time,2
R_3DdbPXbdmfB2GGs,30,A woman,Ontario,Bachelor's degree,Catholic,Working full-time,9
R_bjUzzUiZmwD5LCF,42,A woman,Quebec,Some post-secondary,Muslim,Other,1
R_2yebNyYFK28BRJz,59,A woman,Newfoundland and Labrador,High school,Anglican,Working full-time,5
R_24FQrBU1D0VSkTX,38,A woman,Ontario,Bachelor's degree,None/Atheist,Working full-time,6
R_pKJVVcZgkbFVh73,31,A man,Quebec,Some post-secondary,Muslim,Working full-time,3
R_2AE7Vg1QYnGiyIW,36,A woman,Ontario,College/technical diploma,None/Atheist,Caring for family,5
R_vxc3FMFoXvk0T9T,77,A man,Quebec,Some post-secondary,Jewish,Retired,5
R_1pnHGUXUC9MLUCq,45,A man,Quebec,Professional degree or doctorate,None/Atheist,Working full-time,6
R_tGR1R1mCR1il3bj,57,A man,Ontario,Some post-secondary,Other,Working full-time,6
R_3ekrgECnmDLZ7qq,63,A woman,Ontario,Some post-secondary,United Church,Retired,5
R_1HqtWjLsQB8z72x,50,A man,Quebec,College/technical diploma,Catholic,Working part-time,7
R_1IMcva2FMSx0nQ7,76,A man,Ontario,High school,Presbyterian,Retired,8
R_27eYg1fbpggnDp9,64,A woman,Quebec,Bachelor's degree,Catholic,Retired,4
R_3ho0LS1TckSahEP,35,A woman,New Brunswick,Bachelor's degree,None/Atheist,Working full-time,8
R_1nZU7EjKDw9ORxo,55,A woman,Ontario,High school,None/Atheist,Retired,0
R_SCsrDc2LYCp7a0x,57,A man,Ontario,Professional degree or doctorate,None/Atheist,Retired,4
R_3g6hZrkfDarDMN8,72,A woman,Ontario,High school,Anglican,Retired,2
R_1NE99v0gzf9RiAs,34,A woman,Alberta,Bachelor's degree,Baptist,Working full-time,10
R_1LAQMtRf0MxDlz8,35,A woman,Quebec,Master's degree,Agnostic,Working full-time,7
R_spdBu9kozGLvOpj,52,A man,Prince Edward Island,Bachelor's degree,Agnostic,Working full-time,1
R_3h9KNLScJyWR8aT,45,A man,Ontario,Bachelor's degree,Muslim,Working full-time,6
R_9KYbm6slSlIf86B,61,A man,Ontario,Master's degree,Baptist,Self-employed,8
R_2TI5pscLhPtqE19,52,A man,Ontario,Master's degree,Catholic,Working full-time,8
R_1reHA7BS5Sqnue3,75,A man,Ontario,High school,Lutheran,Retired,7
R_3s6tGrhfrDlgKoj,62,A woman,Nova Scotia,High school,Catholic,Retired,3
R_T0imqx501IpyxDH,59,A woman,Ontario,Bachelor's degree,Anglican,Retired,8
R_1CviaU3dpdQnJJe,49,A woman,Ontario,Bachelor's degree,None/Atheist,Working full-time,1
R_6ooiZyGF2wZNawN,41,A man,Quebec,Bachelor's degree,Buddhist,Working full-time,5
R_3KuU4uIwYunVQRB,57,A woman,Ontario,College/technical diploma,Agnostic,Disabled,2
R_RkKOpK5PAG8BXEJ,56,A woman,Ontario,Some post-secondary,Agnostic,Working full-time,5
R_XMTp3hIjNwa2vzr,66,A man,Quebec,Bachelor's degree,Catholic,Retired,4
R_23kc7e1M2Lmn93X,70,A woman,Quebec,High school,Catholic,Retired,5
R_2ZPUmuIYhlTIgqs,53,A woman,Quebec,Master's degree,Catholic,Working full-time,5
R_1dbQv3zDOBz7kC8,50,A woman,Ontario,Some high school,Orthodox Christian,Working full-time,6
R_3h57Zyv1WkisK2h,31,A man,Quebec,High school,Catholic,Working full-time,9
R_2xKJDBk9kjon2Yh,68,A man,Ontario,Some post-secondary,Protestant,Retired,8
R_21v0c05isJmTw3L,65,A woman,Ontario,Bachelor's degree,United Church,Retired,8
R_3oObV1o4D4KkZ2C,83,A man,Ontario,High school,Anglican,Retired,8
R_2QlgWkkj0PC5tAu,76,A woman,Ontario,Some post-secondary,Anglican,Retired,5
R_r1F0TkQSUppLFjH,40,A woman,Alberta,Bachelor's degree,Agnostic,Working part-time,7
R_11634K2DTZgsiV6,53,A woman,Ontario,High school,None/Atheist,Other,5
R_1KxOsZqtkm4ewvg,53,A woman,Newfoundland and Labrador,Bachelor's degree,Evangelical/Pentecostal,Retired,10
R_3G1J3lYuihnIWra,53,A woman,Ontario,College/technical diploma,Catholic,Retired,10
R_vJIJNkcqYWbs7nz,65,A woman,Newfoundland and Labrador,College/technical diploma,Salvation Army,Retired,6
R_6QigZS40AMj6d0J,71,A man,Quebec,Some high school,Protestant,Retired,6
R_3rSdkWEICXVDF6a,55,A man,Quebec,Some post-secondary,Catholic,Working full-time,3
R_27rsFrEE7sEp6Ib,48,A man,Ontario,Some post-secondary,None/Atheist,Working full-time,5
R_vjHVeT4p4gtSgHn,53,A man,Quebec,Some post-secondary,Catholic,Working full-time,10
R_30jlvP8jvEe43xR,67,A man,Ontario,College/technical diploma,Catholic,Retired,3
R_3PMs1rondmWf4la,62,A woman,Ontario,Bachelor's degree,Protestant,Retired,2
R_2Ezw8pcweE20VUi,46,A woman,Quebec,Some post-secondary,Catholic,Working full-time,6
R_2PqbOi7GFeYfYCO,51,A man,Ontario,Don't know/ Prefer not to answer,Catholic,Working full-time,9
R_11ay66pjm2u3up8,42,A man,Quebec,High school,Catholic,Working full-time,5
R_XFB2rpcot8q4VvX,46,A man,Quebec,Bachelor's degree,None/Atheist,Working full-time,6
R_2D5q2XIKGLRGoR6,76,A woman,Ontario,High school,Anglican,Retired,5
R_1C74GWICWoGrgXP,70,A man,Ontario,Some post-secondary,Catholic,Retired,5
R_1NfwkZDuyImy9Fn,59,A man,Ontario,High school,None/Atheist,Disabled,0
R_BA1fRkjG4mUbqHD,50,A man,Ontario,Bachelor's degree,None/Atheist,Working full-time,2
R_A1aEyynRxrhGmNb,64,A man,Ontario,Master's degree,Agnostic,Self-employed,6
R_AzWLJyinu8uWE6Z,73,A man,Ontario,Bachelor's degree,None/Atheist,Retired,3
R_3PjkiIByikzmC8u,62,A woman,Quebec,College/technical diploma,Catholic,Working full-time,7
R_3yDYY7QqarMu1Wx,41,A man,Newfoundland and Labrador,Bachelor's degree,Catholic,Unemployed,2
R_wO8clwcbZMpEMzn,58,A man,Ontario,Master's degree,None/Atheist,Working part-time,4
R_3pqXOkWC1bzGMbK,64,A man,New Brunswick,High school,Catholic,Working full-time,7
R_3qZDDlOpjlrc2bO,54,A man,Ontario,Bachelor's degree,United Church,Working full-time,5
R_2b0G0AWXTCEYGR4,28,A man,Newfoundland and Labrador,Bachelor's degree,Jewish,Working full-time,8
R_1gIoStRWwhnKn1o,36,A man,Quebec,College/technical diploma,None/Atheist,Working full-time,9
R_1QiST34cYRP3dmu,64,A woman,Quebec,High school,Catholic,Retired,5
R_1Xtf9WfOoiJNtg5,60,A woman,Nova Scotia,Some post-secondary,Catholic,Disabled,3
R_pgj0YFY9072HMOt,49,A man,Quebec,High school,None/Atheist,Working full-time,7
R_1FlbeO1gblNcSPI,66,A woman,Newfoundland and Labrador,Bachelor's degree,Anglican,Retired,3
R_xapLkrSz586zgWd,42,A woman,Ontario,Some post-secondary,Muslim,Self-employed,7
R_3ha5DFqLK1ZPxxg,71,A man,Ontario,High school,Anglican,Retired,8
R_tDsfpkipns6ERYB,43,A man,Newfoundland and Labrador,Bachelor's degree,Baptist,Working full-time,6
R_2uI09d688RaW7tD,45,A woman,Quebec,Bachelor's degree,Baptist,Working full-time,8
R_1BOQeRsBhqMvNiI,52,A man,Quebec,Bachelor's degree,None/Atheist,Working full-time,6
R_1pMrmMkr7sZPnak,68,A man,Quebec,Some post-secondary,Catholic,Retired,4
R_2cdyvbSagTxDl7f,44,A woman,Quebec,College/technical diploma,Other,Working full-time,7
R_3kyUOONKFt4ZoXW,34,A man,Ontario,Professional degree or doctorate,Jewish,Working full-time,7
R_1DpskM6jvBoEXMS,52,A man,Alberta,College/technical diploma,Evangelical/Pentecostal,Self-employed,6
R_1PRAZrYnEZaEjGs,41,A woman,New Brunswick,Bachelor's degree,None/Atheist,Working full-time,9
R_2pK9xszy92YXPcU,43,A woman,Quebec,Professional degree or doctorate,Catholic,Working full-time,6
R_3MR3VdNAOSugtJM,63,A man,Ontario,Bachelor's degree,Agnostic,Working full-time,5
R_3nIt2wKMjxLyb2f,62,A man,Ontario,Some post-secondary,Other,Working full-time,3
R_9YasfPvGNwIgXRv,35,A woman,Ontario,College/technical diploma,Muslim,Working full-time,6
R_2YuiS71iebkmDDC,53,A woman,Ontario,Some post-secondary,None/Atheist,Working full-time,1
R_1eJAi2mKMPEixZP,27,A woman,Quebec,Master's degree,Muslim,Working full-time,7
R_29iHhpXejYOoSsN,55,A man,Quebec,Bachelor's degree,None/Atheist,Retired,8
R_3JrxI3dWXBLhFB4,34,A woman,Ontario,College/technical diploma,Other,Caring for family,4
R_262UaAMmdg2kUai,47,A woman,Quebec,Bachelor's degree,Catholic,Disabled,6
R_2WvUY8it1LsaP5D,41,A woman,Manitoba,High school,None/Atheist,Disabled,2
R_3JJkHhDsuX9O3ky,29,A woman,Ontario,High school,Catholic,Working full-time,5
R_23atUaw7aRDPTCo,52,A woman,Quebec,High school,None/Atheist,Disabled,5
R_1Ks7V6DXpSq0xW7,67,A man,Ontario,High school,Presbyterian,Working full-time,3
R_2E73G2MEIdTwQ4a,30,A man,Quebec,Master's degree,Jewish,Working full-time,9
R_1mCNNhvEW6TTeV3,70,A woman,Alberta,Bachelor's degree,None/Atheist,Retired,1
R_268suotmon5hq5c,47,A man,Ontario,Master's degree,None/Atheist,Working full-time,5
R_5tO36y3AvVhjLzj,49,A woman,Quebec,Bachelor's degree,Don't know/ Prefer not to answer,Disabled,2
R_1QrODhCvGtOhK96,57,A woman,Quebec,College/technical diploma,Catholic,Working full-time,2
R_3GeNQACYz3NZ7x0,73,A woman,Quebec,High school,Catholic,Retired,4
R_2SHLIcnkp11uDOK,29,A woman,Manitoba,Master's degree,Hindu,Working part-time,7
R_xr2Z9kraAcSuy3L,75,A man,Ontario,Master's degree,None/Atheist,Retired,5
R_1hG8ZgHFihDrsQq,60,A woman,Ontario,Some post-secondary,None/Atheist,Working full-time,7
R_2wG2dJlxcptE7cW,45,A woman,Quebec,Bachelor's degree,Catholic,Self-employed,7
R_ekSJdDrpe97Vfvr,51,A woman,Ontario,Some post-secondary,None/Atheist,Working full-time,5
R_2roqL6LOsxOwa5a,60,A woman,Ontario,Bachelor's degree,United Church,Working full-time,2
R_3e48mGCLpuxChUE,40,A man,Ontario,College/technical diploma,None/Atheist,Working full-time,6
R_2saQzSbv7I2xhDZ,52,A woman,Quebec,College/technical diploma,Catholic,Working full-time,5
R_RmI26gKQHeiFI3v,28,A woman,Ontario,College/technical diploma,None/Atheist,Working full-time,2
R_2zVoTyYdabMvO4p,68,A man,Ontario,Some high school,Catholic,Working part-time,6
R_86Avgr3oIlifOLL,30,A woman,Ontario,High school,Christian Reformed,Caring for family,2
R_2uBRVWOP2Ko9ZE2,67,A woman,Ontario,High school,Catholic,Retired,9
R_1OZXj2EqgbihFGC,68,A man,Quebec,College/technical diploma,Other,Retired,3
R_3Kopy34YParC6UY,53,A man,Quebec,High school,Catholic,Working part-time,8
R_27rnXfZj6y2Vq75,57,A woman,Ontario,High school,Evangelical/Pentecostal,Disabled,4
R_rek5jBFxtJMdodz,57,A woman,Quebec,High school,Catholic,Don't know/ Prefer not to answer,7
R_3PoTgvK9PSjt8Pu,73,A man,Ontario,Bachelor's degree,Catholic,Retired,5
R_2Bsw3DXvssJbtFa,44,A woman,Ontario,College/technical diploma,Anglican,Working full-time,8
R_3Jq7FD9u6Yh8x1V,52,A man,Ontario,Bachelor's degree,Orthodox Christian,Working full-time,8
R_2uyRSAWWyUl8Jij,41,A man,Ontario,Professional degree or doctorate,Protestant,Self-employed,6
R_stklpz1zNt5ygUN,77,A man,Quebec,Bachelor's degree,Catholic,Retired,5
R_72snUXxv4W5tD0t,60,A man,Ontario,Bachelor's degree,Catholic,Unemployed,7
R_3Od1sAh7nLxLsT1,63,A man,Ontario,Bachelor's degree,Catholic,Working part-time,3
R_3M4mSM6Dizzvlkq,87,A man,Ontario,Professional degree or doctorate,Agnostic,Retired,6
R_DiXzCNkjb1v42GZ,44,A woman,Ontario,Professional degree or doctorate,Agnostic,Working full-time,6
R_232dkFdea6sULhW,41,A woman,Quebec,Bachelor's degree,Catholic,Working full-time,4
R_6huQVAzr1jAjuk9,46,A man,Ontario,College/technical diploma,Catholic,Working full-time,2
R_AdijtFqMLvWJ6G5,62,A woman,Ontario,College/technical diploma,Don't know/ Prefer not to answer,Working part-time,4
R_ZsG77Q4PPqhcOEV,57,A woman,Quebec,Some post-secondary,Catholic,Working full-time,5
R_3s0OSiv5MtGZyWj,59,A woman,British Columbia,Bachelor's degree,None/Atheist,Self-employed,0
R_3e8JIdqd1ppBLBy,64,A woman,Nova Scotia,Some high school,Catholic,Working part-time,4
R_1jCh5PseUOnfDFm,66,A man,Ontario,Bachelor's degree,Catholic,Retired,5
R_1kZhzjWXCXSs3gH,29,A man,Ontario,Bachelor's degree,Baptist,Self-employed,6
R_32RqIQVSE48k4XG,25,A woman,Ontario,Bachelor's degree,Agnostic,Working full-time,4
R_5yFBr2G5N8EG9hL,34,A woman,Quebec,Bachelor's degree,None/Atheist,Working full-time,8
R_3qwJRsCbUg3nn4B,55,A man,Nova Scotia,Bachelor's degree,Catholic,Working full-time,5
R_a9maWnXj5Os2nV7,71,A man,Quebec,Bachelor's degree,Catholic,Retired,4
R_1BoEtN7m34KAjgR,50,A man,Quebec,Bachelor's degree,Catholic,Working full-time,5
R_SJ2IPtmYZyHUWzf,29,A woman,Ontario,College/technical diploma,Anglican,Unemployed,5
R_3DeIwmhbbrVUuf1,32,A woman,Ontario,Bachelor's degree,None/Atheist,Working full-time,3
R_3IWankEgvEhLj7P,53,A woman,Ontario,Bachelor's degree,Don't know/ Prefer not to answer,Working full-time,5
R_3p4kgPKPmdxdAmh,62,A man,Ontario,Bachelor's degree,Catholic,Working full-time,9
R_W1Z2Idtb2564x0Z,38,A man,Alberta,Bachelor's degree,None/Atheist,Working full-time,5
R_UhjlbhyipG4WA1z,43,A man,Ontario,Elementary school,Catholic,Don't know/ Prefer not to answer,5
R_1Isf1TgExg0y1W7,57,A man,Ontario,High school,None/Atheist,Disabled,3
R_2aITz31nnNsbPui,46,A man,Ontario,College/technical diploma,None/Atheist,Working full-time,5
R_2R9ZxDwenIdAluq,53,A man,Ontario,High school,Catholic,Working full-time,5
R_1dzcp59CJlLNIQV,40,A man,Alberta,Some high school,None/Atheist,Self-employed,1
R_1l5A6InLR5ZbSAf,49,A woman,Quebec,Some post-secondary,None/Atheist,Unemployed,0
R_2wjeLzh8yaKbQbu,26,A man,British Columbia,High school,Agnostic,Working full-time,10
R_4SnBZP5r78xqSRP,47,A woman,Ontario,High school,None/Atheist,Don't know/ Prefer not to answer,5
R_OCpZIBLDgnIOJMZ,57,A woman,Ontario,College/technical diploma,United Church,Retired,6
R_3OC1QKi7PQivqBr,56,A man,Ontario,College/technical diploma,Protestant,Self-employed,1
R_R3RNB2kXrJJXHFL,63,A woman,Ontario,High school,United Church,Retired,6
R_1eWbtLAtuOlaZ3b,47,A woman,Ontario,High school,Salvation Army,Working full-time,5
R_2AEYUpQIgW5DvFT,67,A man,Manitoba,Bachelor's degree,None/Atheist,Retired,0
R_12QfwKQkV7tyBzp,63,A man,Quebec,Master's degree,Catholic,Self-employed,6
R_3J3s3OLlKf7USpd,81,A man,Saskatchewan,High school,Protestant,Retired,4
R_2D0nNgXCjZJ0zjN,61,A woman,Ontario,College/technical diploma,Evangelical/Pentecostal,Retired,10
R_UMjN9FSXTW2twnn,29,A woman,Alberta,Bachelor's degree,None/Atheist,Working full-time,2
R_a4MH492aydllhzr,63,A man,British Columbia,High school,Catholic,Retired,5
R_10Mp15t65vwa9tm,27,A man,Ontario,College/technical diploma,None/Atheist,Self-employed,5
R_2QPZalLOEu2e7Rz,65,A woman,Ontario,High school,None/Atheist,Retired,2
R_1C7SKQ7MuZODSBc,65,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Ontario,High school,Don't know/ Prefer not to answer,Caring for family,5
R_yR6KK9fQ4HmKHK1,57,A woman,Ontario,High school,Catholic,Working part-time,5
R_2zIKkGzQ5Fcu1jZ,72,A man,Ontario,College/technical diploma,Protestant,Retired,9
R_3kdDxe3gtxvMEhz,76,A woman,Ontario,High school,Baptist,Retired,5
R_2wFfWoSJPxSfidI,43,A man,Nova Scotia,Bachelor's degree,Lutheran,Working full-time,10
R_2CUM3y2nlz38TPZ,69,A man,Ontario,College/technical diploma,Protestant,Working part-time,4
R_1Kg9Cgrl0IqutZb,31,A man,Ontario,Master's degree,Buddhist,Working full-time,10
R_ZwXRRJN2aNFGBxL,60,A woman,Saskatchewan,Bachelor's degree,Catholic,Working full-time,3
R_3feYUbwDzIF89Ns,71,A man,Ontario,Bachelor's degree,Catholic,Retired,4
R_2EoBGZrx189C3Sg,68,A man,Ontario,College/technical diploma,Catholic,Retired,3
R_3nuZeOKHmujbdDu,56,A woman,Ontario,Some elementary school,Catholic,Working full-time,5
R_3Rgf26aoISpflXM,83,A woman,New Brunswick,Bachelor's degree,Catholic,Retired,5
R_8vLSEAEiVGHwUbD,70,A woman,Ontario,Bachelor's degree,Anglican,Retired,5
R_5jXAki2FZ4KGOs1,52,A woman,Manitoba,Bachelor's degree,None/Atheist,Caring for family,5
R_6rPQ1BlK131UkZr,29,A woman,Ontario,Bachelor's degree,Evangelical/Pentecostal,Unemployed,10
R_2xLaekpnTsnwGNl,61,A man,Ontario,Master's degree,None/Atheist,Working part-time,5
R_2bZAlfUnY7MDwn7,36,A woman,Saskatchewan,College/technical diploma,United Church,Caring for family,5
R_2WI5068nxTImFuB,52,A woman,Quebec,Bachelor's degree,Don't know/ Prefer not to answer,Unemployed,8
R_24NTTEKXDlTndkd,43,A woman,Ontario,College/technical diploma,None/Atheist,Disabled,3
R_2S67Tw3Duvq5rHA,74,A woman,Ontario,High school,Catholic,Retired,6
R_3qgRYAU7gxFsljE,47,A man,Nova Scotia,Bachelor's degree,Anglican,Disabled,7
R_2QGnpMzEkzIRVKb,73,A man,Ontario,College/technical diploma,Anglican,Retired,5
R_sNbqC9SKpHCwrjr,72,A woman,Ontario,Bachelor's degree,None/Atheist,Retired,2
R_wRx99T0fmo2ccPn,61,A man,Ontario,Bachelor's degree,Anglican,Retired,5
R_eE5oXLb5iP3ny7f,59,A man,Ontario,Bachelor's degree,Anglican,Working full-time,3
R_31trJejhyEmrDnS,45,A woman,Ontario,Master's degree,Anglican,Working full-time,7
R_1pnHNqi87WGiY4O,33,A man,Alberta,High school,Baptist,Working full-time,1
R_3KTx3UJg15cT0zt,60,A man,Ontario,High school,Don't know/ Prefer not to answer,Working full-time,5
R_3hbk2YaV9SgvqwE,60,A man,Ontario,Professional degree or doctorate,None/Atheist,Retired,4
R_0xGL22G8GXuyI37,29,A woman,Ontario,Some post-secondary,Protestant,Self-employed,8
R_czKztPLkC9mofO9,59,A woman,Ontario,College/technical diploma,None/Atheist,Other,5
R_xtqOgMpKuyJHPwt,63,A woman,Ontario,Some post-secondary,Catholic,Retired,7
R_1NwxRMp4ZutaV14,59,A woman,Nova Scotia,High school,Baptist,Retired,5
R_2RUQl2drpQLOn35,66,A woman,Ontario,Bachelor's degree,None/Atheist,Working full-time,5
R_ANeQrJSQ4QGD21P,67,A woman,Ontario,College/technical diploma,Protestant,Retired,5
R_279BOf0o86pPEMy,81,A man,Ontario,Some post-secondary,Catholic,Retired,6
R_yjULFtyvb49Vhn3,62,A woman,Nova Scotia,Bachelor's degree,Catholic,Retired,5
R_3CTVuT3pnSAJlr9,55,A woman,Ontario,Professional degree or doctorate,Don't know/ Prefer not to answer,Caring for family and working,5
R_1rOZdwExDMhuoM0,69,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Manitoba,High school,Catholic,Retired,8
R_1DuOH34hTtSG392,66,A man,Nova Scotia,High school,Catholic,Retired,5
R_vPLTU8EuFh79wQ1,76,A man,Manitoba,Some post-secondary,Protestant,Retired,3
R_1GVtNDb1ub3jz6f,52,A man,Ontario,High school,Protestant,Self-employed,10
R_10uVyyItqXLstRj,72,A man,British Columbia,Master's degree,United Church,Retired,10
R_2QiHDQKjEm7fYwp,67,A man,Manitoba,Some post-secondary,None/Atheist,Retired,1
R_2TmBo3hTtaXTHLs,67,A man,Manitoba,High school,United Church,Working full-time,5
R_1dfMYPrZcIgBCvI,69,A woman,Ontario,High school,Anglican,Retired,5
R_2VJdLA0mOjjTREz,62,A woman,Ontario,Some post-secondary,None/Atheist,Self-employed,5
R_3nf4daANj8NRwRw,65,A man,Quebec,Some post-secondary,Catholic,Working part-time,2
R_yVfJROWQyl1eMBH,39,A woman,Nova Scotia,Some post-secondary,Baptist,Working full-time,10
R_10TM8AtTO8e7H0B,57,A woman,Saskatchewan,High school,Anglican,Caring for family,5
R_wKSGzNp4YrKcHzr,42,A man,Manitoba,Bachelor's degree,None/Atheist,Retired,5
R_2fdL6wiG3VaRiqQ,99,A woman,British Columbia,Bachelor's degree,Catholic,Retired,7
R_214XjZAO4qJ0OUt,27,A man,Ontario,College/technical diploma,Catholic,Working full-time,8
R_vUGm3x7zBbW0QDv,67,A woman,Ontario,College/technical diploma,Catholic,Retired,5
R_1IB579D8J3oVRCQ,61,A woman,Alberta,Some post-secondary,Salvation Army,Disabled,0
R_1exhTdydIhD2QXa,54,A woman,Alberta,Professional degree or doctorate,United Church,Working part-time,6
R_12hcCSAybPV9GWJ,69,A man,Alberta,College/technical diploma,Lutheran,Retired,0
R_2zSHjzUL8wPI6NP,48,A man,Ontario,Some post-secondary,None/Atheist,Self-employed,2
R_2Ed6FICy0YbzESF,81,A man,British Columbia,High school,None/Atheist,Retired,8
R_2X5ykekjGN0ew6B,79,A woman,Nova Scotia,College/technical diploma,None/Atheist,Retired,4
R_1pmbI9rFPlFm83n,59,A woman,Alberta,High school,None/Atheist,Caring for family,3
R_1jVT3Um5LWzTz1L,54,A woman,Ontario,Bachelor's degree,Catholic,Caring for family,5
R_1JQvFDn0x0NfnDd,45,A man,Ontario,Master's degree,None/Atheist,Working full-time,8
R_T6H6XhfffcKeXu1,54,A man,Alberta,College/technical diploma,Don't know/ Prefer not to answer,Working full-time,3
R_29b2uZtx05OOQ9I,75,A man,Ontario,College/technical diploma,United Church,Retired,4
R_AG956fkY0AeV8vD,38,A man,Ontario,College/technical diploma,Catholic,Working full-time,5
R_yBClZZrFaJYTS8N,64,A woman,Quebec,High school,United Church,Retired,3
R_1JUvaV9UyqgXMAB,38,A man,Manitoba,Master's degree,None/Atheist,Working part-time,0
R_3QXgv7xbmCtBJSr,60,A woman,Quebec,College/technical diploma,Catholic,Retired,5
